Indonesia,Javanese,Alphabet
lidah,"1 ilat, ilat-ilatan, ent. têmbung gunêm, pakêcapan; 2 ing têmbung camboran akèh kang atêgês ar. têtuwuhan, kyt. lidah buaya, lidah badak lsp; lidah bercabang: mencla-mencle gunême; lidah panjang: cangkêm gatêl (dhêmên nyatur lsp); lidah tenggala: kêjèn.",l
lidas,gatêl kumranyas.,l
lidi,sada; ular lidi: ula kisi.,l
ligas,"adheyan, ngêtêl.",l
ligat,mubêng ngganjrèt.,l
lihat,"dilihat: didêlêng, ditonton, diingêtake; dilihati: 1 ditamatake, diiling-ilingi, diawasake; 2 ditiliki; penglihat: (wong kang) awas, waskitha; penglihatan: pandêlêng; diperlihatkan: dituduhake; dikatonake.",l
lik,"ut. berlik: sêngadi, pawadan; melik: ndhêlik, umpêtan.",l
likas,likasan.,l
likat,plikêt.,l
liku,i sêsêbutaning garwaning ratu. ii sukun.,l
likur,likur.,l
lil,(wêwayanganing pangeran) kanggo sêsêbutaning ratu.,l
lilin,1 malam; 2 (dian-) lilin.,l
lilit,"melilit: mulêt, nggubêd.",l
lim,lim.,l
lima,lima.,l
limar,limar.,l
limas,"limasan, kang awangun piramide.",l
limau,jêruk; berlimau: adus kosokan kulit jêruk.,l
limbah,rêrêgêd; pelimbahan: pacêrèn.,l
limbai,melimbai: ngobat-abitake kacu lsp.,l
limbang,"melimbang: 1 nglimbang, golèk mas, intên lsp. sarana dilimbang; 2
--- 110 ---",l
limbat,ar. iwak kali.,l
limbuk,ar. manuk.,l
limbung,papan palerenan ut. kanggo ndandani prau cilik-cilik; limbungan: padusan ing kali ut. sêgara nganggo dialing-alingi.,l
limbur,katon rêmêng-rêmêng (lamat-lamat).,l
limpa,limpa.,l
limpah,"1 wutah, lubèr; 2 ent. blaba, loma; kelimpahan: 1 kêluberan; 2 (ut. limpah-mewah), sarwa turah-turah.",l
limpau,"melimpau: nyimpang, sumingkir, mlipir; dilimpaui: disimpangi, disingkiri sarana mlipir.",l
limput,kc. liput.,l
limur,kc. limbur.,l
linang,berlinang-linang: dleweran (crocosan) tmr. luh.,l
lincah,"1 rongèh tmr. layangan; 2 ora têtêp, molah-malih; melincah-lincah: ora maton, mencla-mencle.",l
lindang,"êntèh, gusis; dilindangkan: diêntèkake blas.",l
lindih,dilindih: digilês murih rata tmr. lêmah lsp.,l
lindung,"i berlindung, melindung: ngaub, ngayom ampingan; dilindungi, dilindungkan: diaubi, diayomi, diampingi, dipitulungi; perlindungan: pangauban, pangayoman, pandhêlikan, pitulungan. ii ikan lindung: wêlut.",l
lingar,"pêndirangan, julalatan.",l
linggam,abang.,l
linggi,canthiking prau.,l
linggis,ut. linggisan dayung: kayu wilahan landhêsan wêlah.,l
lingkah,"ora rukun, congkrah.",l
lingkap,"ilang ut. êntèk kabèh, ludhês.",l
lingkar,"1 lêkêran; 2 blêngkêr; melingkar: nglêkêr; dilingkar: 1 dilêkêr-lêkêr tmr. tampar, pênjalin lsp; 2 (ut. dilingkari) dikruwêli, digubêd.",l
lingkung(an),"1 buwêngan, cakran; 2 kalangan; 3 wêwêngkon; dilingkung(i): diubêngi, dikubêngi, dikupêngi.",l
lingkup,nlakup (tumutup rapêt).,l
linglung,"bingung, ngênglêng.",l
lintah,lintah; lintah-lintah: bngs. cakil.,l
lintang,"alang; melintang: malang, ngalang-alangi; lintangan: alangan; pelintang: tlundhag ing lawang; pelintangan: pêpalang, pakewuh; beperlintangan: pating sladhang.",l
lintang-kedak,malang-megung.,l
lintang-pukang,sipat kuping ênggone mlayu.,l
lintang-sangkut,gêlung têkuk.,l
lintap,"1 sap-sapan, lêlapisan; 2 pêpanthan, gêgrombolan.",l
lintas,"melintas: kumlebat, liwat saklebatan; dilintasi: diliwati.",l
lintup,brukut.,l
linyang,rikat tmr. lakuning prau.,l
linyap,kc. lenyap.,l
lipai,bngs. payung.,l
lipan,klabang; lipan bara: babak salu.,l
lipas,coro.,l
lipat,"1 têkuk(an), lêmpit(an); 2 tikêl; lipat ganda: tikêl têkuk; lipat kajang: tikungan kang nyêklèk tmr. kali lsp; dilipat: 1 ditêkuk, dilêmpit; 2 (ut. dilipatkan) ditikêlake.",l
lipit,wiron; dilipit: diwiru cilik.,l
lipur,lipur; kc. hibur.,l
liput,"diliput(i): dilimputi, ditutupi.",l
lirik,"dilirik: dibolong (dibur, dijara).",l
lis,lepan (ing antaraning bata).,l
lisah,belisah: ora jênjêm.,l
lisan,"1 ilat; 2 lesan, gunêm, ijoan.",l
lisong,srutu.,l
lisu,"1 wiron; 2 bêlekan, bêdhahan.",l
lisut,i kisut. ii dilisut: diênyut.,l
litup,brukut; kc. lintup.,l
liuk,nglèyèk; diliuki: diranggèh sarana nglèyèk manglung; (se)peliuk: (sa)pranggèh.,l
liuk lampai,kolèt-kolèt.,l
liung-liung,ar. iwak sagara.,l
liur,ilêr.,l
liut,alot tmr. panganan.,l
loak,tukang loak: prombengan.,l
loba,"murka, ngangsa, kêthaa.",l
lobak,lobak.,l
locak,"melocak: akèh bangêt, nganti turah-turah.",l
loceng,"gêntha, jam; kc. lonceng.",l
locok,melocok: mlêbu mêtu kaya lontop ing pumpa lsp; pelocok: lontop (ing pumpa lsp).,l
locot,nglocop; kc. lucup.,l
locuan,"ar. sutra wêton tiongkok.
--- 111 ---",l
lodeh,lodhèh.,l
lodoh,"lodhoh, jêmèk.",l
logam,"metal (barang bangsaning wêsi, kuningan lsp).",l
logat,"basa, têtêmbungan; kitab logat: bausastra.",l
loha,wayah têngange.,l
lohok,jamurên tmr. roti lsp.,l
lohor,wayah ut. sêmbahyang luhur.,l
loji,loji.,l
loka,"jagat, panggonan.",l
lokan,kijing (bngs. kece).,l
lokat,"copot, coplok.",l
lokek,cêthil bangêt.,l
loki,palanyahan tionghwa.,l
lokos,"gundhul, plonthos, ngênthak-ênthak tanpa têtuwuhan.",l
loleng,ting dluwang.,l
lolo',mutyara.,l
lolok,"dilolok: ditutup, digropyok, ditêmpuh dadakan.",l
lolong,"melolong: gêro-gêro, ngglolo, mbaung ut. ngalup tmr. asu.",l
lomak,bngs. gajih.,l
lombok,lombok.,l
lombong,"1 jêgong kuwung tmr. piring lsp; 2 lêdhokan lêmah (saèm. jugangan gêdhe), jugangan pamêlikan timah lsp.",l
lompang,longkangan ing antarane omah loro.,l
lompat,lumpat; melompat: mlumpat; dilompat(i): dilumpati.,l
loncat,meloncat: mlumpat (mêncolot) sikile barêng.,l
lonceng,"gêntha, jam.",l
loncos,wangun lancip.,l
londang,1 lêmah kang jêmèk kaya ing kandhang babi lsp; 2 guthêkan ing woh.,l
londeh,ut. terlondeh: mlotrok ênggone sarungan lsp.,l
longgak,"melonggak: ndêngangak, nglangak.",l
longgar,"ombèr, kobèt, sêla, amba tmr. dalan, logro, ora sêsak tmr. klambi lsp.",l
longgok,"tumpuk(an); dilonggokkan: ditumpuk, diundhung-undhung.",l
longsong,terlongsong: kêbanjur; kêtêrusên.,l
longsor,"ut. melongsor: longsor, mlorod.",l
lonjak,"melonjak: nglunjak, mênculat.",l
lonjong,mbrunjung lancip.,l
lontar,"i dilontar: dibalang, disawat; pelontar: balang, sawat. ii lontar, kropak.",l
lontok,"buntêk, gêndhêg; tua lontok: jêmpo bangêt.",l
lontos,"tanpa pênthol, tanpa mustaka tmr. mêsjid.",l
lopak,"i jêgongan lêmah isi banyu, kêndhongan, ii jêmpo, pikun.",l
lopak-lapik,pelo kaya wong tuwa.,l
lopak-lopak,lopak-lopak.,l
lopèk,(sampan) prau cilik.,l
lorah,"kerekan, katrol.",l
lorek,lorèk.,l
lorong,"lurung, dalan cilik.",l
losin,losin.,l
losong,"(kurap-): busik, mbêsisik kulite.",l
lota,ar. wadhah banyu.,l
lotak,"kêndho, lêmês, nggêbèbèr (kyt. klambi sêtlikan lsp).",l
lotar,dilotar: dibalang; kc. lontar.,l
lotek,bngs. dhêmpul prau.,l
loteng,lotèng.,l
lotong,lutung.,l
lowongan,lowongan.,l
loya,munêg-munêg.,l
loyang,kuningan.,l
loyar,"(inggris lawer) pokrul, adpokat.",l
loyong,ut. meloyong: 1 nylorot (nglayang) alon-alon; 2 sênggoyoran tmr. wong mêndêm lsp.,l
lu,kowe.,l
luah,meluah: blukekan marga ênêg lsp.,l
luai,"be(r)luai: rêndhêt, rêmbên.",l
luak,"i meluak: kêwarêgên nganti blukekan. ii luwak. iii ut. luhak: padesan, dhistrik.",l
luan,"perangan kang ngarêp, canthiking prau; kc. haluan.",l
luang,"peluang: 1 lêrêm, sirêp; 2 ludhang, ora duwe gaweyan.",l
luap,"meluap: mbludag, lubèr.",l
luar,"(ing) jaba; orang luaran: wong ing
--- 112 ---",l
luas,"jêmbar, ombèr, kobèt, rowa.",l
luat,ênêg jijik.,l
luban,"dupa, ratus; luban jawi: mênyan.",l
lubang,"bolongan, luwangan; pelubang: pluwang.",l
lubuk,kêdhung.,l
lucu,lucu.,l
lucuk,"melucuk: nuding-nuding (ngundhat-undhat, mêlèh-mêlèhake lsp).",l
lucup,tumancêp.,l
lucut,"ut. mêlucut: mrucut, mlèsèd; dilucuti: dirucati, diilangi gêgamane.",l
ludah,idu; ludah sirih: dubang; peludahan: paidon.,l
ludang,ar. prau.,l
lugu,marêm.,l
luh,"sabak, blabag panulisan.",l
luhak,"padesan, dhistrik.",l
luhur,luhur.,l
luik,ut. meluik: ndlèdèk mêtu.,l
luk,luk; kc. eluk.,l
luka,tatu; luka parah (payah): kêtaton kang mbêbayani.,l
lukah,icir; melukah: 1 golèk iwak nganggo icir; 2 ent. amba jangkahe.,l
lukang,mlècèt tmr. cèt kang durung garing.,l
lukis,"dilukis: 1 diukir, disungging, digambar; 2 (ut. dilukiskan) dipêtha, ditêrang-têrangake, diandharake; lukisan: gêgambaran; pelukis: juru sungging (gambar).",l
lukup,mêngkurêb tmr. wadhah lsp.,l
lulu-lala,ora tata tmr. patrap.,l
luluh,"luluh, ajur rêmuk.",l
luluh-lantak,"ajur mumur, lêbur.",l
luluk,"i meluluk: nêlik, ndingkik. ii blêthok; meluluk: kêna blêthok.",l
lulum,"dilulum: didilati, dikêkoloh tmr. driji.",l
lulur,i dilulur: diuntal. ii melulur: mletre. iii ikan lulur: wêlut.,l
lulus,"1 kêna ut. sêdhêng dilêboni; 2 bisa mlêbu, têrus mlêbu; 3 klêbu tmr. iksamên, dililani, diidèni, dilêksanani tmr. panjaluk; diluluskan: 1 dicopot ut. dilolos tmr. ali-ali lsp; 2 diidèni, dililani, dilêksanani panjaluke.",l
lulut,"berlulut: lulur, ngurut-urut awak; dilulut: dilalar, diurut-urut; dilulutkan: dilulurake (diblonyohake ut. digosokake ing awak); pelulut: 1 tukang ngurut (nglulur); 2 lulur, blonyoh kang dianggo nglulur.",l
lumas,"kang diblonyoh (diusari, dilabur lsp), kang disadhur (disêpuh); dilumas: 1 diusari, diblonyoh, dilabur lsp; 2 (dengan emas) disêpuh (disadur).",l
lumat,"1 lumêr (lêmbut bangêt); 2 alus bangêt; diperlumat(kan): dilêmbutake, dilumèrake.",l
lumayan,lumayan.,l
lumba,"berlumba(-lumba): mbalap, mlayu rikat; perlumbaan: balapan.",l
lumba-lumba,ar. iwak sagara.,l
lumbung,lumbung.,l
lumpang,lumpang.,l
lumpuh,"lumpuh, pêpês sikil tangane.",l
lumpur,"êndhut, walêd, blêthok.",l
lumur,"berlumur(an): gubras, gupak, kêkuthah; dilumur: diblonyo; dilumurkan: 1 diblonyohake; 2 digupaki, dirêgêdi.",l
lumus,"gubras, gupak rêrêgêd.",l
lumut,"lumut, ganggêng; berlumutan: lumutên.",l
lunak,êmpuk.,l
lunas,i balok ing dhasaring prau. ii lunas; sah.,l
luncas,"1 tuna dungkap (luput tmr. manah, nggêbug lsp); 2 kliwat, kêbanjur mangkat lsp.",l
luncip,lancip.,l
luncung,luncup; lancip (marga gêrang).,l
luncur,"ut. meluncur: 1 mletre, mblèndèr; 2 mrucut mêtu (tmr. kêris lsp); pesawat peluncur: bngs. montor mabur tanpa mêsin.",l
lundi,urêt.,l
lundu,ar. iwak kali.,l
lung,"i 1 glogor (kayu tutup kluwat); 2 pêthi mayit. ii plêngkung(an), buwang(an); kc. êlung.",l
lungguh,ut. melungguh: linggih sangga wang ut. liyangan tangan.,l
lungkah,"nglokop, nglothok tmr. klika lsp.",l
lungkang,"1 pacêrèn, jêjêmbêg; 2 (ikan-) ar. iwak; 3 ar. prau.",l
lungkum,mblêndhuk; kc. mungkum.,l
lungkup,telungkup: mêngkurêp.,l
lunglai,"peloh, dhèngklèh, tanpa daya.",l
lungsin,lungsèn.,l
lungsur,kc. longsor.,l
lunjur,"belunjur, melunjur: slonjor; kc. unjur.",l
luntang,"(ut. keluntang, peluntang): kayu kumambang ditrapi pancing mawa pakan dianggo misaya iwak; meluntang:
--- 113 ---",l
luntur,1 gampang ênggone bêbanyu (nguyuh); 2 luntur; peluntur: jamu dianggo mbancarake uyuh (gêtih lsp).,l
lup,gêndhêlan lawe = 40 lêr.,l
lupa,"lali; di(ke)lupai: dilalèkake; lupa-lupa ingat: cat eling cat ora, gajêg-gajêge; pelupa: lalèn.",l
lupa-lupa,plêmbungan iwak.,l
lupak,kc. lopak.,l
lupat,bngs. kece sêgara.,l
lupi,gladhaging prau cilik.,l
lupuh,"dilupuh: dipupuh, digêbugi digawe plupuh.",l
luput,luput (oncat saka ing); diluputkan: 1 dioncatake saka ing bêbaya lsp; 2 ora dikênakake (pajêg lsp).,l
lurah,"i 1 kowekan ing blabag kang bakal disambung (kang dilêboni purus); 2 jurang, lêlowahaning gunung. ii selurah: sakabèhe; kc. luruh. iii lurah desa.",l
lurik,lurik (tênunan).,l
luru,"diluru: disandêr, diancab.",l
luruh,"i 1 gogrog, rontog, mbodhol tmr. wulu; 2 nglèmbrèh tmr. sandhang panganggo. ii seluruh: sakabèhe, kabèh.",l
lurus,"1 bênêr, lêncêng; 2 (-hati) jujur, têmên.",l
lurut,"dilurut: diurut kyt. godhong turi murih godhonge padha pêthil, wasuhan murih apuh lsp; kelurut: canthêngên.",l
lus,mak lus.,l
lusa,mbesuk êmbèn.,l
lusin,losin (12).,l
lusuh,"1 nglêmir (rada amoh) marga kêrêp dianggo tmr. jarit lsp; 2 lungsêt, rada ilang sogane (warnane).",l
lut,"(ut. melut): pasah, têdhas (bisa kêtaman ing gêgaman).",l
luti,pating jêkêthut tmr. dluwang lsp.,l
lutu,dilutu: 1 dithothoki; 2 disiya-siya.,l
lutung,lutung.,l
lutut,dhêngkul; berlutut: jèngkèng.,l
luyut,"meluyut: mêntêlung (mêntiyung).
m",l
ma,"biyung, êmbok; kc. emak.",m
ma,banyu; ma al-hayat: banyu panguripan; kc. ma' ulhayat.,m
maad,bali.,m
maaf,"pangapura; minta ma'af: njaluk ngapura, pamitan; di(per)ma'afkan: diapura.",m
mabir,kc. tabir.,m
mabud,dipundhi-pundhi.,m
mabuk,"mêndêm; mabuk darah: nggliyêr marga wêruh gêtih; mabuk laut (ombak): nggliyêr (ngêlu, mumêt) nalikane nunggang prau; memabuk(kan): mêndêmi; dimabukkan: diêndêmi.",m
macam,"rupa, jinis, dhapur, conto; bermacam-macam: warna-warna.",m
macan,macan.,m
mad,"ngulur, ngulur swara.",m
madah,"1 pangalêmbana; 2 gunêm, ujar, kidungan; bermadah: 1 ngalêmbana, ngidung ngalêmbana; 2 gunêman, clathu; dimadahkan: 1 dialêmbana; 2 ditêmbungake, diandharake, dikidungake.",m
madahap,madap.,m
madali,ar. têtabuhan.,m
madarsah,1 pamulangan ngaji lsp; 2 langgar ut. mêsjid cilik.,m
madat,"madat, candu.",m
madrasah,pamulangan ngaji (agama); kc. madarsah.,m
madu,i (air-) madu. ii maru; permaduan: wayuh.,m
madu-mancung,"adu mancung.
--- 114 ---",m
mafhum,"ngrêti, dhamang.",m
mafiri,bngs. slomprèt dawa.,m
magang,"i dalu bangêt (matêng bangêt), sayup tmr. jangan. ii magang.",m
magrib,"1 kulon, 2 magrib (surup, sêmbahyang magrib).",m
magun,1 (kajang-) krakap ut. payonan ing sênthonganing prau; 2 (tingkap-) bolonganut. cêndhela ing sênthonganing prau.,m
maha,maha.,m
mahaguru,guru ing pamulangan luhur.,m
mahajana,wong linuwih.,m
mahal,1 arang anane; 2 larang.,m
mahamulia,"mahamulya, kang minulya (kanggo sêsêbutan).",m
mahamurah,mahamurah (loma bangêt).,m
mahang,ar. wit.,m
mahar,maskawin.,m
maharaja,maharaja.,m
maharajalela,"ut ber(si) maharajalela: tumindak sawênang-wênang, ambêk-siya, ent. agawe karusakan, ngambra-ambra.",m
maharani,"garwaning ratu, pramèswari.",m
maharesi,pandhita linuwih.,m
mahasiswa,murid pamulangan luhur.,m
mahful,"apal, ngrêti têmênan.",m
mahir,"wasis, pintêr, pana.",m
mahisa,kêbo.,m
mahkamat,"pradata, pangadilan.",m
mahkota,makutha; putera mahkota: pangeran pati.,m
mahligai,kêdhaton (kaputrèn).,m
mahmud,kang pinuji.,m
mahsar,(padang-) ara-ara paklumpukaning wong-wong besuk dina kiyamat.,m
mahsul,hasil mahsul: wulu wêtuning nagara.,m
mahu,"gêlêm, arêp; kc. mau.",m
maidah,meja rampadan.,m
mail,i 1 cupu slaka (êmas) wadhah jimat; 2 bngs. cêlak. ii mil.,m
maimun,wong kang bêgja.,m
main,"ut. bermain; 1 main, dolanan; 2 ulah gêgaman lsp., up. bermain pedang; 3 ngunèkake gamêlan lsp., up. bermain kecapi; main angin: mencla-mencle; main gila: edan-edanan; main mata: mbalang-mbalang liring; bukan main: dudu rasa (bangêt); dipermainkan: dianggo dolanan; permainan: dolanan, tontonan.",m
mairat,"ut. merat, mi'rat: mekrat, munggah swarga saragane.",m
maja,maja.,m
majad,kamisuwuran.,m
majakani,majakan.,m
majakaya,wutuhan (tanpa sambungan tmr. tiyang).,m
majal,"kêthul, têmpak.",m
majallah,kalawarti (layang kabar minggon lsp).,m
majelis,"1 pakumpulaning wong kang padha rêrêmbugan, sowan lsp; 2 rad, parêpatan; 3 pangrèh adêgan, panitya.",m
majemuk,"campuran, camboran.",m
majenun,"edan, kranjingan.",m
majikan,wong kang awèh pagaweyan.,m
majir,"majèr, gabug; kc. mandul.",m
majizat,"mukjijat, kaelokan.",m
majmaat,papan pakumpulan.,m
maju,maju.,m
majuh,drêmba.,m
majum,bngs. dhêmpul.,m
majun,"bngs. ragi, jladrèn, uga ar. tamba.",m
majusi,wong kang nglakoni agama gaweane zoroaster ing pèrsi.,m
mak,"biyung, êmbok; kc. emak.",m
maka,"1 dene, anadene; 2 banjur, kang iku, mulane.",m
makam,"kramatan, papan kang kramat.",m
makan,"1 mangan; 2 nganggo ut. migunakake, up. makan wang, makan tempo; 3 têdhas, tumama tmr. gêgaman; makan angin: 1 olèh angin tmr. layar; 2 mlaku-mlaku, ngenggar-enggar ati; makan darah: nêpsu bangêt; makan dawai: mlarat bangêt; makan diri: ngênês, nggêgês; makan gaji: ngalap opah (bêburuh); makan hati: nglara ati; makan suap: mangan bêsêl; makan sumpah: wis disumpah, sumpah palsu; makan tulang (benak): nglembatake pagaweyan; kemakanan: padha gripis (tainên lsp).",m
makar,"i bangka, atos tmr. wowohan, ii krênah, trekah ala, julig.
--- 115 ---",m
makas,ora mrusuh.,m
makau,(benang-) bolah sutra tiongkok (mêkao).,m
makbul,"kabul, kêtrima, kêtampan, kalêksanan.",m
makeruh,mêkruh (ora pantês linakonan).,m
makhdum,bêndara.,m
makhluk,"makluk, titah.",m
maki,pisuh; dimaki (-maki): dipisuhi.,m
makin,ut. semakin: saya.,m
makota,makutha.,m
maksud,"maksud, karêp, têgês; dimaksudkan: dikarêpake, disêdya.",m
maktub,ut. termaktub: tinulis.,m
makul,murwat.,m
mal,"pok kang ndhuwur tmr. tiyang, cagak, gêgaman lsp.",m
mala,"(-petaka) bilai, kacilakan, kasangsaran.",m
mala-petaka,kacilakan.,m
malaekat,malaekat.,m
malah(an),malah.,m
malai,"cundhuk (kêmbang, sêsotya).",m
malak,malaekat.,m
malakulmaut,malaekating pati.,m
malam,"1 bêngi, wêngi, sore; 2 malêm, up. malam sêlasa; bermalam: nginêp; semalam: wingi sore; dimalamkan: diinêpake; semalam-malaman: sawêngi dhêg; kemalaman: kêwêngèn.",m
malan,"putêk atine, sêdhih.",m
malang,"1 malang; 2 kojur, cilaka; jari malang: driji panunggul; untung malang: bêgja cilaka.",m
malap,"1 surêm, ora murub (mung mêngangah bae); 2 ora sêngkut ênggone tumandang.",m
malar,"1 tansah, pijêr, ajêg; 2 (ut. malar-malar) malahan, sangsaya.",m
malas,"kêsèd, aras-arasên.",m
malau,trêmbalo.,m
malaun,kêna ing sebat.,m
malese,waktu ngrêkasa.,m
mali,ut. mali-mali: girang (ar. têtuwuhan).,m
maligai,kêdhaton (kaputrèn).,m
malik,(kang ndarbèni) ratu.,m
malim,"juru tuduh, guru agama.",m
maling,maling; pintu maling: lawang butulan; maling curi: colong jupuk.,m
malis,1 ngabar tmr. inuman lsp; 2 owah warnane tmr. cèt lsp.,m
malu,"1 isin, wirang; 2 ering, wêdi; dimalui: 1 (ut. dikemalui) diisini; 2 dieringi, diwêdèni; di(per)malukan: diwirangake; kemalu-maluan: isin bangêt, kêwirangan; kemaluan: wêwadi.",m
malum,ar. iwak sagara.,m
malum,"wêruh, sumurup, ngrêti: di(per)ma'lumkan: diwèhi wêruh, dikandhakake, diwartakake.",m
malumat,wara-wara (awèh wêruh).,m
malung,uling.,m
mama,"mama', paman, bibi.",m
mamah,ut. memamah: mamah.,m
mamah-biak,nggayêmi.,m
mamai,1 mbocahi (tuwa pikun); 2 nglindur.,m
mamak,"paman, bibi; mamak bendahara: paman patih.",m
mamanda,ingkang paman (bibi).,m
mamang,"yêr-yêran, buyêr, kliyêng-kliyêng: gopoh mamang: gêdandapan.",m
mamar,yêr-yêran.,m
mambang,ar. lêlêmbut; mambang kuning: layung.,m
mambu,kc. semambu.,m
mambung,kopong (tmr. wowohan).,m
mamik,rada klênyit (owah rasane).,m
mamluk,batur tukon.,m
mampai,alus mêncèrèt tmr. lêlandhêp kang diasah.,m
mampat,"madhêt, nêtêl; dimampatkan: diênêt-ênêt, ditêtêl, dipadhêtake.",m
mampu,"1 bisa, kêconggah, kêduga; 2 ent. sugih, kêcukupan.",m
mampung,"ampang, ènthèng bangêt.",m
mampus,mati; mati mampus: mati sêk.,m
mamung,ar. iwak sagara.,m
mamur,"rêja, gêmah ripah.",m
mana,"makna, têgês; dima'nakan: ditêgêsi, disurasa.",m
mana,i ar. bobot cara indhu ut. pèrsi; ii êndi; mana boleh: gèk mangsa; manakan: kapriye.,m
manah,"pusaka, mêsiyat.",m
manai,pucat manai: pucêt bangêt.,m
manakala,"kapan, bêsuk apa, samangsa.",m
manau,"ar. pênjalin dawa dianggo gawar lsp; dimanau: dipèpèti (digêbugi) nganggo pênjalin dawa.
--- 116 ---",m
mancang,pakèl; kc. embancang.,m
mancit,"mancrut, crat-crut; kc. pancit.",m
mancung,"lancip, mbangir.",m
mancut,mancur mancrut; kc. pancut.,m
manda,ingkang paman (bibi); kc. mamandha.,m
mandi,adus; mandi tian: adus tingkêban; dimandikan: didusi.,m
mandil,bngs. sêrbèt.,m
mandul,"gabug, majêr.",m
mandung,pitik.,m
"mandur, mandor",mandhor.,m
manfaat,"mupangat, piguna.",m
mangas,ar. wit.,m
mangga,pêlêm.,m
manggar,"gantilaning janjangan (mayang, manggar).",m
"manggis, manggista",manggis.,m
manggul,ar. wit.,m
mangkar,"mogol, isih atos (tmr. wowohan lsp), isih mêntah.",m
mangkat,(-beradu) seda.,m
mangkin,"ut. semangkin: saya, kc. makin.",m
mangkubumi,patih.,m
mangkuk,"mangkok, cangkir.",m
mangsa,"mêmangsan, burukan.",m
mangsi,mangsi.,m
mangu,"termangu (-mangu): mangu-mangu, dhêlêg-dhêlêg.",m
mangut,dhêlêg-dhêlêg (akèh kang digagas); kc. ngangut.,m
mani,mani.,m
manik-manik,mote; bermanik-manik: pating prêntul kayata kringêt.,m
manikam,"sêsotya, mirah.",m
manis,"1 lêgi; 2 manis (ayu, mrakati, sumèh); manisan: 1 madu; 2 (ut. manis-manisan) manisan.",m
manja,"ugungan, manuh; dipermanja(kan): diugung, dimêmanuh.",m
manjung,obor dianggo nyuluh iwak.,m
manjungan,ar. prau.,m
manjur,"mandi, sêtijab.",m
mantera,"japa mantra; dimanterai: dimantrani, dijapani.",m
manteri,mantri.,m
mantik,pasang rakiting ukara (têtêmbungan).,m
manusia,manungsa.,m
"manzil, manzilat","padunungan, omah, pondhokan.",m
mar,arêp mangan patih (tmr. main catur).,m
mara,"i mara, maju. ii kasangsaran, kacilakan; mara bahaya: kasusahan lan bêbaya warna-warna.",m
marah,"nêpsu, muring; dimarahi: dinêpsoni, disrêngêni; kemarah-marahan: nêpsu bangêt; pemarah: nêpson.",m
marak,"ut. memarak: murub, mubyar.",m
marga,saèm. lurah ut. kalurahan (ing lampung).,m
margasatwa,buron alas.,m
marhaen,wong kang ora dêduwèn.,m
marhum,"(ut. almarhum) swarga, jênate.",m
mari,1 mrene; 2 ayo.,m
"marifat, ma'ripat","kawruh gaib, putus ing kawruh.",m
marikh,(bintang-) lintang jaka bèlèk (mars).,m
marja,"bali, mulih.",m
markas-besar,"kasenapatèn agung, papan pusêring panuntun.",m
marmar,marmêr.,m
martabat,"drajat, pangkat.",m
martil,"palu, gandhèn cilik.",m
maru,dhêmit kang gawe piala.,m
maruf,"1 kawruhan, misuwur, linuwih; 2 tanduk (têmbung kriya).",m
mas,êmas.,m
mas(y)arakat,bêbrayaning ngaurip.,m
